,0
1970-01-01 00:00:04.045435076,-1.0
1970-01-01 00:00:05.079620019,0.0
1970-01-01 00:00:05.825562927,1.0
1970-01-01 00:00:08.777833610,0.0
1970-01-01 00:00:09.345970395,-1.0
1970-01-01 00:00:10.405022013,0.0
1970-01-01 00:00:14.142906128,-1.0
1970-01-01 00:00:16.418985135,-2.0
1970-01-01 00:00:18.178088169,-3.0
1970-01-01 00:00:18.727183073,-4.0
1970-01-01 00:00:31.223706022,-3.0
1970-01-01 00:00:33.142565178,-4.0
1970-01-01 00:00:36.802387670,-5.0
1970-01-01 00:00:38.176682085,-4.0
1970-01-01 00:00:41.965364909,-5.0
1970-01-01 00:00:51.564177912,-4.0
1970-01-01 00:00:54.681115928,-5.0
1970-01-01 00:00:58.165603089,-4.0
1970-01-01 00:00:58.707577390,-3.0
1970-01-01 00:01:01.291162991,-2.0
1970-01-01 00:01:01.393209893,-1.0
1970-01-01 00:01:11.751094329,0.0
1970-01-01 00:01:13.139194133,1.0
1970-01-01 00:01:15.851796768,0.0
1970-01-01 00:01:20.505141572,1.0
1970-01-01 00:01:26.319391930,0.0
1970-01-01 00:01:26.956882858,1.0
1970-01-01 00:01:28.611741345,0.0
1970-01-01 00:01:33.940400659,1.0
1970-01-01 00:01:38.990202773,0.0
1970-01-01 00:01:39.108467186,-1.0
1970-01-01 00:01:42.488920260,-2.0
1970-01-01 00:01:47.404099416,-3.0
1970-01-01 00:01:47.455325188,-2.0
1970-01-01 00:01:47.618458735,-1.0
1970-01-01 00:01:48.245279521,0.0
1970-01-01 00:01:48.451111202,1.0
1970-01-01 00:01:50.949843320,2.0
1970-01-01 00:01:55.073744891,1.0
1970-01-01 00:01:56.233873868,0.0
1970-01-01 00:01:56.457176732,-1.0
1970-01-01 00:01:56.777778671,0.0
1970-01-01 00:02:05.086154705,1.0
1970-01-01 00:02:05.410412313,2.0
1970-01-01 00:02:06.064712970,1.0
1970-01-01 00:02:06.980108437,2.0
1970-01-01 00:02:10.119677926,1.0
1970-01-01 00:02:15.295173904,0.0
1970-01-01 00:02:18.804107957,1.0
1970-01-01 00:02:22.912259516,0.0
1970-01-01 00:02:23.774961749,1.0
1970-01-01 00:02:25.509115342,0.0
1970-01-01 00:02:25.889693726,-1.0
1970-01-01 00:02:26.310228408,0.0
1970-01-01 00:02:29.579461608,1.0
1970-01-01 00:02:29.981682889,2.0
1970-01-01 00:02:30.861204771,3.0
1970-01-01 00:02:34.285346458,2.0
1970-01-01 00:02:36.061765141,3.0
1970-01-01 00:02:37.432794465,4.0
1970-01-01 00:02:44.087891042,3.0
1970-01-01 00:02:45.644586039,4.0
1970-01-01 00:02:49.811046311,5.0
1970-01-01 00:02:50.499858104,6.0
1970-01-01 00:02:51.023298330,7.0
1970-01-01 00:02:54.078922321,8.0
1970-01-01 00:02:57.776092748,9.0
1970-01-01 00:02:58.678229625,10.0
1970-01-01 00:03:00.706895881,9.0
1970-01-01 00:03:01.923071170,8.0
1970-01-01 00:03:08.342596085,9.0
1970-01-01 00:03:09.619122863,10.0
1970-01-01 00:03:14.153479911,11.0
1970-01-01 00:03:14.361147873,10.0
1970-01-01 00:03:16.015619728,11.0
1970-01-01 00:03:17.023989001,10.0
1970-01-01 00:03:21.206053032,11.0
1970-01-01 00:03:26.592016569,10.0
1970-01-01 00:03:28.946954770,9.0
1970-01-01 00:03:29.531216183,10.0
1970-01-01 00:03:32.855831069,9.0
1970-01-01 00:03:35.193078280,8.0
1970-01-01 00:03:37.036248009,7.0
1970-01-01 00:03:37.724071554,8.0
1970-01-01 00:03:38.844309083,9.0
1970-01-01 00:03:43.196011127,8.0
1970-01-01 00:03:46.273666650,7.0
1970-01-01 00:03:49.668827382,8.0
1970-01-01 00:03:49.835872401,9.0
1970-01-01 00:03:50.302964826,10.0
1970-01-01 00:03:56.159418891,9.0
1970-01-01 00:04:02.178685821,8.0
1970-01-01 00:04:04.516307729,7.0
1970-01-01 00:04:05.257795780,8.0
1970-01-01 00:04:05.371210177,9.0
1970-01-01 00:04:09.508884960,8.0
1970-01-01 00:04:10.629064867,9.0
1970-01-01 00:04:13.046951097,10.0
1970-01-01 00:04:15.112136718,11.0
1970-01-01 00:04:17.245529990,10.0
1970-01-01 00:04:17.721915342,9.0
1970-01-01 00:04:23.929772958,10.0
1970-01-01 00:04:24.873919610,11.0
1970-01-01 00:04:27.448490523,10.0
1970-01-01 00:04:29.322428566,9.0
1970-01-01 00:04:31.001492696,8.0
1970-01-01 00:04:33.873924573,9.0
1970-01-01 00:04:34.335999181,10.0
1970-01-01 00:04:34.413642369,9.0
1970-01-01 00:04:36.109143600,8.0
1970-01-01 00:04:36.562652634,9.0
1970-01-01 00:04:37.138512923,10.0
1970-01-01 00:04:49.955233149,9.0
1970-01-01 00:04:51.030995605,8.0
1970-01-01 00:04:51.286074123,7.0
1970-01-01 00:04:54.086615319,6.0
1970-01-01 00:04:54.780547951,7.0
1970-01-01 00:04:58.487301013,6.0
1970-01-01 00:05:01.709901258,5.0
1970-01-01 00:05:07.709388596,6.0
1970-01-01 00:05:10.070953653,5.0
1970-01-01 00:05:10.486340735,6.0
1970-01-01 00:05:12.995065373,7.0
1970-01-01 00:05:13.424402607,6.0
1970-01-01 00:05:13.743330109,5.0
1970-01-01 00:05:20.782906563,6.0
1970-01-01 00:05:21.408979733,7.0
1970-01-01 00:05:24.545833184,6.0
1970-01-01 00:05:27.380608417,5.0
1970-01-01 00:05:29.941421913,4.0
1970-01-01 00:05:32.698346557,5.0
1970-01-01 00:05:32.887982370,6.0
1970-01-01 00:05:33.813748916,7.0
1970-01-01 00:05:33.969722069,8.0
1970-01-01 00:05:35.244349035,7.0
1970-01-01 00:05:44.679089893,8.0
1970-01-01 00:05:45.003125380,7.0
1970-01-01 00:05:49.574946778,6.0
1970-01-01 00:05:51.354019052,5.0
1970-01-01 00:05:56.408828489,6.0
1970-01-01 00:05:58.928330386,5.0
1970-01-01 00:05:59.882152979,4.0
1970-01-01 00:06:03.724011387,5.0
1970-01-01 00:06:06.020116895,6.0
1970-01-01 00:06:11.032716510,7.0
1970-01-01 00:06:17.373935976,6.0
1970-01-01 00:06:18.606607765,7.0
1970-01-01 00:06:25.150789905,6.0
1970-01-01 00:06:28.807527406,5.0
1970-01-01 00:06:29.967575541,4.0
1970-01-01 00:06:35.827676777,5.0
1970-01-01 00:06:35.834195171,4.0
1970-01-01 00:06:41.073616402,5.0
1970-01-01 00:06:45.617360732,6.0
1970-01-01 00:06:46.705017137,7.0
1970-01-01 00:06:46.773952463,6.0
1970-01-01 00:06:47.403377488,7.0
1970-01-01 00:06:47.888498798,8.0
1970-01-01 00:06:51.353964211,9.0
1970-01-01 00:06:52.906812979,10.0
1970-01-01 00:06:53.599587024,9.0
1970-01-01 00:06:58.559365532,10.0
1970-01-01 00:07:03.324291867,11.0
1970-01-01 00:07:04.082112489,10.0
1970-01-01 00:07:15.312376796,11.0
1970-01-01 00:07:20.070639733,12.0
1970-01-01 00:07:22.088233159,11.0
1970-01-01 00:07:23.858753332,10.0
1970-01-01 00:07:28.850544655,9.0
1970-01-01 00:07:29.582615020,10.0
1970-01-01 00:07:30.262073371,9.0
1970-01-01 00:07:30.421405518,8.0
1970-01-01 00:07:31.731119797,9.0
1970-01-01 00:07:33.512645339,8.0
1970-01-01 00:07:34.667092577,9.0
1970-01-01 00:07:39.783845863,8.0
1970-01-01 00:07:43.808956622,9.0
1970-01-01 00:07:49.454201822,10.0
1970-01-01 00:07:50.543314412,11.0
