,0
1970-01-01 00:00:00.429142407,1.0
1970-01-01 00:00:01.236495743,0.0
1970-01-01 00:00:12.494748338,1.0
1970-01-01 00:00:15.169001286,2.0
1970-01-01 00:00:15.393060334,1.0
1970-01-01 00:00:18.748589732,2.0
1970-01-01 00:00:19.355319079,1.0
1970-01-01 00:00:21.469374231,2.0
1970-01-01 00:00:23.883808930,1.0
1970-01-01 00:00:26.503843545,0.0
1970-01-01 00:00:28.320022477,1.0
1970-01-01 00:00:28.410536146,2.0
1970-01-01 00:00:28.695744908,1.0
1970-01-01 00:00:30.378615649,2.0
1970-01-01 00:00:30.449107709,3.0
1970-01-01 00:00:31.095510578,4.0
1970-01-01 00:00:34.051176274,3.0
1970-01-01 00:00:34.556336770,4.0
1970-01-01 00:00:34.799430259,5.0
1970-01-01 00:00:35.443146195,4.0
1970-01-01 00:00:37.067214528,5.0
1970-01-01 00:00:41.740047607,4.0
1970-01-01 00:00:43.159875959,5.0
1970-01-01 00:00:43.623984336,6.0
1970-01-01 00:00:47.351931222,5.0
1970-01-01 00:00:55.106674784,4.0
1970-01-01 00:00:56.527279221,5.0
1970-01-01 00:01:04.823448734,6.0
1970-01-01 00:01:07.136844523,7.0
1970-01-01 00:01:11.204833485,6.0
1970-01-01 00:01:13.978542997,7.0
1970-01-01 00:01:14.922368681,6.0
1970-01-01 00:01:15.461024577,5.0
1970-01-01 00:01:17.956525332,6.0
1970-01-01 00:01:19.970781246,5.0
1970-01-01 00:01:24.115071071,4.0
1970-01-01 00:01:25.116421228,5.0
1970-01-01 00:01:31.623165412,6.0
1970-01-01 00:01:36.127354911,5.0
1970-01-01 00:01:37.336470580,6.0
1970-01-01 00:01:38.277272479,5.0
1970-01-01 00:01:39.963803063,4.0
1970-01-01 00:01:46.481747931,5.0
1970-01-01 00:01:46.561086618,6.0
1970-01-01 00:01:47.507922027,7.0
1970-01-01 00:01:49.143219431,8.0
1970-01-01 00:01:49.952129096,7.0
1970-01-01 00:01:50.760992280,6.0
1970-01-01 00:01:51.893532266,7.0
1970-01-01 00:01:53.331841589,6.0
1970-01-01 00:01:55.157574669,5.0
1970-01-01 00:01:55.936765903,6.0
1970-01-01 00:02:00.925052158,7.0
1970-01-01 00:02:02.392726302,6.0
1970-01-01 00:02:02.657125549,7.0
1970-01-01 00:02:02.798581309,6.0
1970-01-01 00:02:03.269610381,5.0
1970-01-01 00:02:03.291763285,4.0
1970-01-01 00:02:05.752122618,5.0
1970-01-01 00:02:06.977379085,4.0
1970-01-01 00:02:11.710800643,3.0
1970-01-01 00:02:13.054394563,4.0
1970-01-01 00:02:13.325223096,3.0
1970-01-01 00:02:15.309968343,2.0
1970-01-01 00:02:15.949315618,1.0
1970-01-01 00:02:16.265800162,0.0
1970-01-01 00:02:16.329308106,-1.0
1970-01-01 00:02:16.882572371,-2.0
1970-01-01 00:02:17.546607822,-3.0
1970-01-01 00:02:17.710724054,-4.0
1970-01-01 00:02:17.787445797,-5.0
1970-01-01 00:02:20.298599837,-6.0
1970-01-01 00:02:22.245562978,-5.0
1970-01-01 00:02:23.528082515,-4.0
1970-01-01 00:02:25.830935585,-3.0
1970-01-01 00:02:29.016744976,-4.0
1970-01-01 00:02:34.579833407,-3.0
1970-01-01 00:02:41.575674902,-2.0
1970-01-01 00:02:43.399411515,-3.0
1970-01-01 00:02:44.468385882,-4.0
1970-01-01 00:02:45.360910900,-3.0
1970-01-01 00:02:49.450453899,-2.0
1970-01-01 00:02:52.255269053,-3.0
1970-01-01 00:03:01.534868711,-2.0
1970-01-01 00:03:01.622146320,-3.0
1970-01-01 00:03:03.846560576,-4.0
1970-01-01 00:03:04.265929430,-3.0
1970-01-01 00:03:08.158174158,-4.0
1970-01-01 00:03:11.479743795,-3.0
1970-01-01 00:03:14.298236785,-2.0
1970-01-01 00:03:16.218948233,-3.0
1970-01-01 00:03:16.598044823,-4.0
1970-01-01 00:03:18.344856252,-3.0
1970-01-01 00:03:19.848811863,-2.0
1970-01-01 00:03:21.122934682,-3.0
1970-01-01 00:03:22.530280056,-2.0
1970-01-01 00:03:24.848414282,-3.0
1970-01-01 00:03:29.041148781,-2.0
1970-01-01 00:03:32.753472678,-3.0
1970-01-01 00:03:33.914152962,-2.0
1970-01-01 00:03:35.921471518,-1.0
1970-01-01 00:03:38.025689760,0.0
1970-01-01 00:03:39.278091960,-1.0
1970-01-01 00:03:40.122979189,-2.0
1970-01-01 00:03:41.979579157,-3.0
1970-01-01 00:03:49.476211351,-2.0
1970-01-01 00:03:49.608454056,-1.0
1970-01-01 00:03:50.219305989,-2.0
1970-01-01 00:03:50.420361630,-3.0
1970-01-01 00:03:52.809182647,-4.0
1970-01-01 00:03:52.859262710,-3.0
1970-01-01 00:03:56.385861305,-2.0
1970-01-01 00:03:58.869746621,-1.0
1970-01-01 00:03:59.339137395,-2.0
1970-01-01 00:04:04.412704109,-1.0
1970-01-01 00:04:11.090493316,-2.0
1970-01-01 00:04:14.442721604,-1.0
1970-01-01 00:04:14.649694795,0.0
1970-01-01 00:04:19.141135779,-1.0
1970-01-01 00:04:27.451727851,0.0
1970-01-01 00:04:31.043063213,1.0
1970-01-01 00:04:31.251546301,0.0
1970-01-01 00:04:34.624513219,1.0
1970-01-01 00:04:35.675579610,2.0
1970-01-01 00:04:38.002400751,1.0
1970-01-01 00:04:38.047645826,2.0
1970-01-01 00:04:39.971047973,3.0
1970-01-01 00:04:43.687729753,2.0
1970-01-01 00:04:44.720760145,3.0
1970-01-01 00:04:46.143450904,4.0
1970-01-01 00:04:47.730687253,5.0
1970-01-01 00:04:49.994310422,6.0
1970-01-01 00:04:51.780297499,5.0
1970-01-01 00:04:52.409381282,6.0
1970-01-01 00:04:53.033076465,7.0
1970-01-01 00:04:58.483334568,6.0
1970-01-01 00:04:58.565460047,7.0
1970-01-01 00:04:58.799813263,8.0
1970-01-01 00:05:00.731297444,9.0
1970-01-01 00:05:02.891962145,8.0
1970-01-01 00:05:04.387277878,9.0
1970-01-01 00:05:04.661296136,10.0
1970-01-01 00:05:04.760647792,9.0
1970-01-01 00:05:04.948499093,8.0
1970-01-01 00:05:05.004948953,9.0
1970-01-01 00:05:06.125742809,10.0
1970-01-01 00:05:09.908858394,11.0
1970-01-01 00:05:18.459449180,12.0
1970-01-01 00:05:21.855661619,11.0
1970-01-01 00:05:27.323899871,12.0
1970-01-01 00:05:32.456925001,11.0
1970-01-01 00:05:35.254919125,10.0
1970-01-01 00:05:38.029527760,11.0
1970-01-01 00:05:41.868276915,10.0
1970-01-01 00:05:45.900026541,11.0
1970-01-01 00:05:46.185965645,12.0
1970-01-01 00:05:46.553765622,11.0
1970-01-01 00:05:48.347221110,12.0
1970-01-01 00:05:49.310796350,13.0
1970-01-01 00:05:51.976155189,14.0
1970-01-01 00:05:58.187794647,13.0
1970-01-01 00:06:00.299163522,12.0
1970-01-01 00:06:00.642066670,13.0
1970-01-01 00:06:01.004613428,14.0
1970-01-01 00:06:01.535822760,13.0
